""	"OTU1"	"OTU2"	"OTU3"	"OTU4"	"OTU5"	"OTU6"	"OTU7"	"OTU8"	"OTU9"	"OTU10"	"OTU11"	"OTU12"	"OTU13"	"OTU14"	"OTU15"	"OTU16"	"OTU17"	"OTU18"	"OTU19"	"OTU20"	"OTU21"	"OTU22"	"OTU23"	"OTU24"	"OTU25"	"OTU26"	"OTU27"	"OTU28"	"OTU29"	"OTU30"	"OTU31"	"OTU32"	"OTU33"	"OTU34"	"OTU35"	"OTU36"	"OTU37"	"OTU38"	"OTU39"	"OTU40"	"OTU41"	"OTU42"	"OTU43"	"OTU44"	"OTU45"	"OTU46"	"OTU47"	"OTU48"	"OTU49"	"OTU50"	"OTU51"	"OTU52"	"OTU53"	"OTU54"	"OTU55"	"OTU56"	"OTU57"	"OTU58"	"OTU59"	"OTU60"	"OTU61"	"OTU62"	"OTU63"	"OTU64"	"OTU65"	"OTU66"	"OTU67"	"OTU68"	"OTU69"	"OTU70"	"OTU71"	"OTU72"	"OTU73"	"OTU74"	"OTU75"	"OTU76"	"OTU77"	"OTU78"	"OTU79"	"OTU80"	"OTU81"	"OTU82"	"OTU83"	"OTU84"	"OTU85"	"OTU86"	"OTU87"	"OTU88"	"OTU89"	"OTU90"	"OTU91"	"OTU92"	"OTU93"	"OTU94"	"OTU95"	"OTU96"	"OTU97"	"OTU98"	"OTU99"	"OTU100"	"OTU101"	"OTU102"	"OTU103"	"OTU104"	"OTU105"	"OTU106"	"OTU107"	"OTU108"	"OTU109"	"OTU110"	"OTU111"	"OTU112"	"OTU113"	"OTU114"	"OTU115"	"OTU116"	"OTU117"	"OTU118"	"OTU119"	"OTU120"	"OTU121"	"OTU122"	"OTU123"	"OTU124"	"OTU125"	"OTU126"	"OTU127"	"OTU128"
"180"	180	187	24	0	49	96	133	32	0	0	0	9	0	0	20	138	0	0	0	0	0	166	0	0	61	7	1	208	0	37	26	9	31	0	81	0	48	0	11	13	0	89	0	0	0	0	21	6	9	0	0	4	0	52	99	0	0	0	19	222	0	61	42	0	194	419	87	177	0	70	5	9	0	207	10	394	16	13	6	29	11	0	0	102	732	0	0	30	0	0	1292	25	32	33	23	484	5	2	0	0	28	0	320	160	9	44	10	39	14	52	0	50	434	64	2	69	14	50	224	0	35	45	64	95	0	265	1	0
"181"	181	148	34	0	44	97	0	39	29	0	4	0	0	49	0	164	49	82	0	380	22	0	0	2	84	46	17	189	0	8	112	0	0	181	0	0	0	0	73	13	129	0	46	92	13	0	11	8	17	126	21	9	57	25	774	0	0	11	4	273	53	79	62	0	146	0	126	202	6	46	20	0	76	105	0	371	17	41	17	0	0	32	3	109	761	17	22	63	0	0	6561	0	12	38	14	501	5	7	1	10	15	0	0	189	6	0	28	0	0	0	34	115	392	171	7	123	10	92	319	0	0	0	22	98	21	307	2	5
"182"	182	183	22	122	61	96	0	26	0	154	4	0	0	12	0	158	0	18	36	431	15	0	78	7	107	25	0	290	40	0	27	0	33	98	0	13	63	0	0	0	97	110	79	0	8	33	8	1	22	182	41	3	0	39	252	71	31	20	12	268	0	68	0	65	157	0	0	174	16	0	0	23	65	0	30	323	6	34	0	0	0	0	0	63	916	48	0	51	0	10	2478	17	0	44	0	496	0	0	0	59	17	241	321	108	0	33	0	48	0	34	18	0	393	68	0	105	12	0	238	7	0	36	41	86	0	264	0	16
"183"	183	0	26	182	58	77	292	34	0	158	12	0	0	0	23	180	0	0	6	449	0	0	111	0	112	0	33	288	22	0	58	6	0	283	0	0	0	7	43	5	0	285	42	76	9	0	14	0	26	0	50	2	0	22	696	0	10	27	18	285	0	0	0	33	165	433	116	151	2	20	9	14	75	94	6	327	21	33	53	22	17	45	0	79	847	70	18	54	28	11	281	20	14	43	69	504	6	91	67	1	0	0	0	186	8	45	58	0	14	0	0	100	462	118	0	94	13	54	0	0	0	37	116	81	13	246	0	8
"184"	184	104	22	0	48	87	253	33	23	158	16	3	0	0	0	141	25	25	0	202	23	214	0	0	58	0	3	179	0	5	0	0	32	0	0	0	0	0	8	14	233	0	0	49	17	65	0	0	27	0	75	3	0	0	2168	0	11	14	0	285	20	0	47	26	214	410	94	184	0	60	0	19	88	117	4	299	16	43	0	12	6	0	32	127	782	0	27	69	73	0	3253	0	17	61	45	552	0	0	13	0	21	288	0	109	15	46	0	12	62	64	26	132	418	0	18	130	30	0	311	0	0	0	40	107	0	268	0	0
"185"	185	171	30	0	47	82	363	43	38	146	46	0	0	16	0	143	0	34	17	0	69	0	0	6	82	10	0	220	28	36	59	2	26	175	0	28	66	24	0	9	0	0	43	0	14	36	0	6	0	0	56	4	45	58	123	38	54	13	15	239	53	50	41	60	123	515	126	0	0	29	7	0	40	98	10	344	9	41	36	41	25	54	0	175	722	0	7	47	0	26	8852	42	17	28	121	482	18	29	0	0	0	0	370	152	38	58	35	0	20	0	40	103	363	67	5	125	0	91	284	0	6	33	0	72	14	0	0	4
"186"	186	0	0	203	0	70	116	45	0	130	3	0	640	0	0	0	2	18	0	373	49	0	0	0	0	0	26	193	77	23	0	4	20	106	114	16	34	0	0	12	0	97	0	0	17	63	10	0	0	125	80	1	38	0	492	0	0	12	22	317	24	114	46	0	125	560	106	194	0	19	23	3	42	0	0	328	10	0	0	24	36	0	0	50	733	29	20	54	0	12	357	0	34	45	55	493	12	8	39	0	0	0	0	109	5	82	0	130	111	112	18	96	366	127	3	104	16	0	247	3	19	55	0	103	19	257	33	5
"187"	187	155	0	0	18	81	196	20	0	171	78	10	9	15	25	126	0	0	0	517	13	107	98	0	134	0	0	0	0	24	86	0	36	91	0	0	0	0	27	0	122	92	0	0	0	61	6	0	14	168	132	0	69	0	571	50	0	14	0	250	0	0	51	0	154	615	124	139	0	61	0	0	0	111	10	354	0	38	0	0	0	0	0	93	896	40	0	57	33	0	3299	0	35	43	43	517	0	15	0	7	0	0	233	145	4	42	0	0	0	122	3	0	318	106	0	0	21	92	245	0	0	35	0	95	31	233	7	11
"188"	188	166	36	0	0	78	160	0	30	0	0	1	71	15	7	156	2	78	17	369	0	293	72	13	78	12	22	226	0	0	20	2	22	85	0	0	36	5	0	27	126	134	0	67	17	56	5	0	28	0	80	0	43	20	289	47	45	0	1	231	35	83	45	48	135	430	134	221	11	40	0	27	0	0	9	352	16	35	48	38	0	57	0	94	899	45	12	25	94	4	965	24	61	72	57	503	9	0	0	0	21	0	436	141	0	70	48	0	0	0	0	0	350	98	9	0	20	47	0	0	0	14	27	87	51	242	0	9
"189"	189	139	30	96	31	78	0	35	23	132	3	0	0	14	0	157	2	3	22	0	0	0	0	0	78	37	23	247	26	12	51	0	19	0	50	16	32	12	3	16	0	184	0	68	16	38	15	0	10	0	0	2	0	29	291	44	58	0	18	320	0	0	46	12	179	479	0	156	3	0	14	11	0	57	0	297	8	0	91	0	0	46	44	106	0	0	0	76	0	21	9370	86	10	35	60	505	17	0	16	20	0	0	0	147	0	55	0	49	27	78	23	0	416	157	0	0	17	65	0	0	0	22	35	116	0	206	8	4
"190"	190	117	34	208	37	90	0	28	60	154	0	3	0	0	11	144	0	20	0	418	13	0	102	0	67	26	0	145	0	3	29	0	9	65	56	27	0	5	22	0	181	187	0	57	0	0	0	0	24	163	44	0	60	19	149	0	17	13	0	292	20	49	78	0	150	527	105	196	0	49	0	15	66	0	14	313	17	32	33	35	0	30	0	0	0	0	0	35	78	2	904	0	10	54	33	570	21	0	0	0	83	368	363	123	20	39	0	52	39	0	12	60	401	0	4	0	19	39	226	0	15	16	0	88	0	189	1	0
"191"	191	153	23	153	51	93	0	0	0	136	0	5	0	0	11	185	0	80	0	0	20	227	64	0	61	7	32	239	38	3	0	4	0	109	34	0	51	0	7	0	123	82	82	0	14	58	14	0	12	0	90	0	72	0	369	50	67	0	0	250	26	62	64	57	143	485	124	198	0	56	44	0	0	99	0	315	0	16	27	54	0	37	0	108	837	11	0	43	0	11	200	0	0	0	0	561	0	0	0	0	0	0	257	157	0	59	0	36	18	25	15	77	402	0	26	0	24	156	266	0	0	25	39	171	10	279	0	0
"192"	192	122	30	0	0	54	0	40	23	0	0	9	0	0	0	0	0	7	24	351	30	196	90	6	0	4	0	188	35	4	52	0	34	0	55	0	0	0	9	0	175	124	58	76	16	28	12	11	11	117	55	0	93	31	1066	62	25	7	6	311	0	28	51	37	139	497	0	220	0	76	29	28	0	0	5	361	12	66	24	0	0	0	0	134	728	0	0	81	0	5	2969	57	38	30	45	444	21	15	3	0	0	0	0	104	0	58	0	54	8	54	0	66	427	0	0	0	0	42	0	0	17	0	0	109	0	260	4	5
"193"	193	146	23	0	19	0	0	33	19	156	39	0	0	30	14	155	2	64	18	390	25	0	49	8	108	0	0	264	0	0	26	2	40	0	0	0	77	0	52	6	0	125	40	53	13	0	8	0	12	170	78	5	55	26	437	57	28	23	17	240	34	35	29	0	158	0	157	193	1	83	9	0	39	235	0	312	11	45	0	9	0	36	0	116	885	0	7	58	49	8	3648	0	14	58	13	539	24	0	59	57	0	349	288	149	14	62	63	30	85	0	21	73	425	0	27	0	18	92	208	0	48	49	19	82	27	231	21	7
"194"	194	177	32	0	56	94	0	34	71	197	0	4	0	0	21	125	0	28	21	486	0	0	28	5	0	15	0	218	0	11	48	22	12	0	39	10	32	0	0	23	177	177	0	0	8	35	0	2	10	162	97	1	21	0	680	65	37	6	26	0	25	106	42	0	151	568	0	148	2	0	19	12	93	85	25	410	0	57	32	16	0	68	0	0	745	21	0	69	101	12	1466	21	12	48	77	429	32	0	28	0	0	312	0	167	0	0	17	24	0	0	26	0	350	0	3	0	13	183	0	0	5	17	52	81	30	0	0	7
"195"	195	215	63	0	46	118	0	0	95	109	0	0	0	0	5	138	0	0	39	255	0	140	0	21	0	0	0	211	0	0	49	0	64	144	0	9	0	24	0	21	142	131	47	102	0	39	0	38	38	0	0	0	81	34	171	0	53	26	0	252	0	104	43	16	201	615	89	153	6	47	0	21	25	96	0	373	16	21	33	0	0	0	0	78	756	0	8	42	198	0	720	28	18	45	32	535	0	0	0	0	0	355	271	158	1	53	0	34	81	102	39	0	373	84	77	70	9	52	278	5	0	37	0	110	0	178	0	0
"196"	196	187	37	0	35	92	323	19	118	152	23	0	0	27	0	131	0	0	22	492	0	0	0	9	98	0	0	238	0	9	0	4	42	163	0	0	0	3	0	7	187	131	23	50	0	58	15	11	43	105	39	1	51	40	255	0	0	0	0	232	0	0	47	0	163	620	160	220	25	7	8	19	0	0	16	302	14	30	5	25	0	19	0	89	687	0	21	46	178	19	1303	18	0	0	42	498	0	16	0	0	50	0	0	123	3	39	13	0	14	26	14	82	434	168	0	153	15	129	269	0	8	19	68	60	31	251	0	5
"197"	197	0	0	0	0	67	344	55	0	98	72	0	0	33	0	0	0	0	0	0	5	0	0	0	121	0	37	253	0	11	50	0	0	84	153	9	0	0	42	8	154	187	0	0	0	0	0	0	19	139	0	0	0	42	36	63	88	0	1	331	0	39	57	62	112	520	124	164	0	70	0	16	75	90	0	324	12	29	0	27	2	54	0	152	748	27	0	0	0	10	2035	35	17	38	16	532	12	0	2	0	0	321	296	139	4	22	59	62	0	195	0	0	381	95	0	0	0	109	290	0	11	0	37	124	16	0	0	11
"198"	198	141	35	194	50	0	0	47	0	163	0	6	10	36	0	157	1	0	0	388	10	142	24	3	86	17	39	246	0	0	67	4	0	84	28	22	39	4	47	0	109	137	73	0	9	43	0	13	14	0	102	0	86	37	523	47	47	11	0	292	67	35	55	40	180	391	0	190	12	19	0	11	0	184	15	286	15	29	1	13	0	0	0	121	739	42	0	81	0	0	2941	21	6	51	81	482	0	6	11	0	0	0	0	152	0	44	36	45	2	63	19	62	420	0	58	88	20	0	214	0	10	0	52	139	21	269	19	0
"199"	199	0	24	115	42	78	152	42	18	173	8	15	0	12	0	89	0	58	0	361	0	0	35	0	91	0	16	237	43	10	0	9	34	149	0	0	73	0	30	9	138	141	33	67	24	62	8	0	31	0	0	0	39	28	1988	23	55	0	0	279	29	57	53	0	190	584	99	195	0	15	1	15	0	109	25	334	26	31	0	0	0	0	0	99	807	41	22	41	80	0	11752	46	9	0	79	425	6	0	15	0	0	296	0	138	29	25	48	70	0	0	34	0	333	153	30	106	10	0	241	0	0	0	58	72	0	0	6	0
"200"	200	147	15	0	0	102	308	52	25	159	26	2	3	0	0	113	0	54	27	478	10	253	33	2	89	25	0	266	26	0	27	1	17	117	129	19	0	10	0	9	100	222	33	0	15	57	0	0	32	160	89	6	49	16	383	48	37	0	3	290	0	0	0	49	142	464	98	171	0	0	0	0	0	138	0	364	13	33	0	0	27	0	16	113	800	46	23	53	57	9	10057	0	16	45	0	496	5	22	0	1	0	247	0	114	2	73	0	45	0	0	36	104	475	169	27	124	11	135	228	1	44	27	25	53	34	0	5	9
"201"	201	0	29	130	41	0	0	41	101	0	16	0	1	51	12	132	7	3	0	329	6	204	0	6	68	2	64	237	0	1	44	3	36	0	100	0	83	0	0	16	0	0	41	0	13	63	11	6	46	245	75	0	76	32	2125	0	24	0	6	299	33	31	66	23	162	586	81	162	0	0	24	0	17	0	0	376	21	46	55	33	0	41	5	0	737	32	23	48	65	7	5156	0	5	98	140	541	0	3	85	0	0	0	341	196	0	0	19	0	16	120	37	138	362	82	15	139	21	48	0	0	8	19	0	82	0	242	8	0
"202"	202	208	41	0	41	101	98	21	0	184	0	5	0	25	0	125	8	0	0	0	47	0	63	0	59	0	15	244	0	0	42	0	45	124	0	4	49	2	0	5	0	139	70	80	9	31	10	0	0	0	61	3	0	24	3242	0	41	11	11	263	9	32	61	17	175	503	117	164	25	38	0	10	118	187	13	434	19	35	27	40	0	21	127	114	805	0	29	63	80	11	2375	0	0	57	0	553	2	0	0	0	19	249	228	173	0	19	0	0	9	148	21	0	480	124	12	0	31	158	260	0	9	23	0	66	9	252	8	12
"203"	203	162	53	0	78	96	89	41	90	195	0	3	0	23	26	0	0	28	0	374	1	0	38	0	0	16	0	241	0	0	48	0	23	137	40	16	21	12	30	15	0	0	31	78	0	75	16	2	33	145	49	1	46	21	629	62	27	0	1	194	0	0	39	37	193	391	101	183	0	0	19	9	0	0	10	326	0	62	5	30	24	59	0	110	0	33	0	0	52	14	1092	0	28	38	17	535	39	0	0	0	0	330	304	117	12	67	21	0	13	36	0	121	393	168	13	0	10	108	284	0	8	15	0	69	38	273	10	0
"204"	204	139	15	0	53	62	216	13	0	147	13	0	0	36	24	130	0	0	0	309	0	216	0	0	103	1	0	207	0	0	27	0	33	0	0	38	37	0	0	0	0	130	35	78	0	0	0	17	20	138	71	5	0	0	96	0	0	7	6	278	0	0	44	0	0	499	104	233	0	0	0	0	0	112	14	367	0	58	13	0	0	67	0	132	816	29	5	48	60	0	2433	30	9	33	213	443	17	0	0	0	41	349	203	110	26	48	0	48	81	105	32	67	419	142	86	0	0	149	0	0	1	11	75	155	18	266	0	19
"205"	205	144	32	155	55	84	153	0	17	0	0	0	0	59	41	116	1	65	40	307	0	203	0	4	76	0	17	221	29	0	48	0	41	0	66	23	41	9	22	19	139	132	0	0	11	29	5	3	18	211	113	0	0	35	1246	44	65	0	7	259	0	70	0	37	203	429	127	170	4	39	0	16	0	119	23	401	14	0	35	14	23	0	0	86	699	0	0	59	38	4	2375	0	6	33	0	550	29	16	0	0	0	0	0	158	0	42	23	0	38	0	6	79	421	200	0	0	0	109	0	1	6	0	0	60	0	272	3	4
"206"	206	159	20	148	27	83	0	28	30	0	13	1	0	12	17	0	0	35	49	426	6	0	0	1	0	16	7	184	0	0	60	0	14	66	63	18	30	7	0	9	142	113	51	0	8	56	7	1	8	0	28	4	33	16	16	31	0	24	0	304	0	86	51	0	167	440	81	174	0	0	7	0	0	0	17	301	0	44	76	0	0	0	27	87	905	0	9	51	0	10	94	64	8	49	6	516	0	0	52	0	18	292	310	178	10	34	31	30	9	0	24	0	417	188	5	0	18	0	235	0	2	25	53	80	15	252	6	10
"207"	207	134	29	258	46	82	246	38	0	151	0	0	0	0	0	137	0	0	0	444	0	0	92	1	69	8	48	198	38	0	35	0	20	167	89	0	47	13	0	0	0	164	47	0	0	0	9	0	0	0	40	0	33	0	4116	0	9	0	0	304	0	0	54	40	130	542	95	117	0	9	0	25	0	199	4	267	10	37	0	0	0	0	0	102	706	49	12	56	82	5	1683	30	8	23	46	609	18	0	23	1	18	0	260	132	29	22	38	17	21	20	15	0	341	0	11	83	18	84	0	4	27	56	31	122	12	0	1	1
"208"	208	0	19	149	30	0	0	37	2	158	0	13	0	0	27	171	1	50	0	317	18	152	60	24	0	0	9	216	58	0	60	0	31	102	60	0	0	0	8	8	96	0	35	0	14	0	13	0	0	107	65	0	62	30	37	47	19	16	0	303	62	0	39	57	143	575	92	171	1	0	14	11	74	137	10	339	17	41	0	0	33	38	0	100	888	0	7	47	216	0	1820	60	0	34	59	446	17	0	0	4	47	0	0	142	0	45	30	0	0	39	2	64	393	0	7	0	13	66	0	0	0	0	68	0	3	250	18	9
"209"	209	0	41	108	42	61	255	60	39	157	7	0	0	13	10	106	4	60	0	558	3	233	0	0	0	4	0	228	28	0	53	4	50	0	100	30	0	0	0	0	0	202	0	82	16	57	0	2	0	0	98	4	40	11	26	45	0	7	0	276	0	108	50	66	135	479	0	175	11	25	13	18	81	0	18	332	22	13	0	25	0	0	0	104	0	20	41	53	34	3	425	27	21	20	122	440	0	8	0	0	13	0	292	106	0	0	0	61	27	0	26	0	419	0	6	97	24	0	235	0	20	29	0	125	29	242	7	0
"210"	210	93	34	0	39	81	239	45	62	187	34	5	0	6	18	143	47	0	0	507	20	220	0	5	128	0	29	226	32	14	26	0	51	0	69	20	57	8	0	4	120	0	0	87	11	81	12	5	15	0	75	3	35	36	2099	0	33	0	2	280	18	42	0	0	212	568	121	230	5	28	6	29	42	0	0	295	0	55	29	0	11	0	75	122	833	47	0	57	23	10	1328	0	36	68	17	516	37	10	0	0	1	360	317	98	0	41	20	116	96	23	51	0	446	124	3	0	12	0	189	75	1	0	19	98	0	281	0	3
"211"	211	204	30	0	49	86	0	33	64	185	13	0	0	10	21	0	0	10	29	495	0	0	49	2	86	33	0	287	49	20	44	0	61	198	0	0	0	15	0	25	144	187	0	83	0	36	14	0	36	0	30	4	60	25	603	53	28	15	0	269	50	113	52	47	175	559	113	195	0	31	21	27	0	247	7	378	7	64	110	0	0	34	0	104	732	0	0	51	60	0	7727	0	14	30	0	485	0	36	0	0	0	0	170	125	12	31	53	0	110	35	39	116	356	0	21	0	18	133	143	0	3	0	48	0	0	248	0	2
"212"	212	250	49	0	58	101	0	0	119	195	0	0	0	8	0	128	48	11	124	0	0	336	0	7	95	152	23	385	0	4	15	0	31	0	0	0	65	8	4	19	0	129	100	70	0	31	0	0	26	139	0	8	0	22	549	0	34	0	0	0	0	39	0	0	0	602	66	162	19	41	18	18	0	66	9	381	0	62	21	0	0	53	4	79	717	0	25	41	0	5	2520	0	18	41	34	521	14	1	0	0	19	277	0	115	0	0	36	12	2	26	3	85	391	110	55	74	11	0	287	5	1	28	0	96	21	268	0	12
"213"	213	199	51	72	51	100	0	0	102	122	0	0	0	1	29	121	0	85	79	407	0	0	0	9	73	72	30	284	0	0	33	3	38	0	43	6	0	16	42	14	0	158	78	79	0	73	0	0	19	184	0	1	30	32	127	50	102	4	0	263	17	41	44	0	140	490	100	166	0	21	0	13	0	144	13	307	26	0	5	19	11	0	0	81	743	33	0	38	83	0	35	7	26	36	0	484	0	3	7	0	40	0	234	141	7	0	0	0	0	0	18	0	391	113	32	0	19	95	362	27	9	20	0	173	48	252	8	5
"214"	214	186	26	122	49	102	76	50	0	192	8	0	64	0	0	177	3	29	83	400	0	0	96	0	0	0	10	273	13	16	77	3	35	0	0	17	24	0	0	2	145	133	80	67	9	67	7	0	21	0	94	4	104	53	9675	44	98	25	4	246	64	0	45	32	0	461	94	0	4	67	0	0	0	0	0	351	0	37	28	15	0	52	7	0	836	0	12	53	80	0	2739	0	15	0	37	521	0	11	0	0	49	207	325	95	0	47	24	0	0	0	0	110	350	0	0	0	10	109	245	0	14	0	83	86	0	243	2	10
"215"	215	137	19	137	48	60	0	26	0	0	21	3	0	0	8	162	1	0	0	279	0	172	58	0	94	0	11	222	32	5	47	8	0	93	64	0	31	0	4	16	0	210	0	0	9	0	18	10	25	132	96	4	92	0	2023	0	20	13	0	337	22	87	45	27	137	621	117	171	0	35	0	14	88	0	18	349	0	0	0	26	0	0	8	96	829	15	0	72	101	16	1771	0	15	56	79	539	17	0	0	4	39	0	329	159	1	23	0	76	0	64	35	118	386	0	0	0	0	0	251	0	4	18	0	70	0	231	2	19
"216"	216	127	26	175	28	85	0	46	0	135	0	13	0	0	8	179	5	16	6	195	50	147	0	12	109	15	0	196	0	1	52	1	32	0	0	0	34	13	39	20	0	131	38	67	10	32	10	7	16	0	57	0	0	0	168	72	0	0	0	271	23	110	44	28	0	566	108	148	0	49	11	6	32	138	17	276	17	38	0	30	38	0	13	164	692	24	0	39	119	5	2029	40	25	48	147	503	0	7	10	36	53	0	0	147	0	17	0	34	19	0	19	50	376	0	0	129	18	85	285	20	25	25	62	130	0	271	0	6
"217"	217	165	39	0	38	90	219	38	60	0	0	0	0	0	13	176	0	0	0	676	0	145	74	0	0	17	29	260	0	12	33	0	48	0	70	0	39	0	21	5	124	202	39	0	0	0	19	0	28	0	73	5	0	21	2629	21	80	7	0	286	0	0	58	0	160	577	87	164	0	73	0	9	0	81	12	377	21	29	22	0	0	0	14	0	767	0	0	53	83	3	5388	17	9	76	0	522	0	5	66	0	0	285	0	144	0	54	30	36	116	0	13	105	308	130	8	120	0	0	318	0	0	12	73	109	0	203	7	0
"218"	218	132	13	0	0	79	0	46	5	147	8	0	0	22	0	135	0	0	22	0	60	202	102	0	81	15	24	119	39	6	48	10	16	137	65	8	0	0	0	34	152	0	36	72	0	41	13	13	0	0	74	3	0	30	1096	24	50	16	9	286	66	0	57	0	163	0	133	216	0	45	0	10	0	99	10	278	9	19	0	0	0	0	0	145	790	0	24	64	0	14	526	0	42	55	53	469	17	5	107	1	46	319	321	143	16	46	55	30	0	0	35	75	477	158	1	122	15	87	0	9	10	0	0	109	10	206	0	0
"219"	219	0	19	274	0	74	230	42	0	135	0	0	220	0	0	110	0	21	0	584	0	207	65	0	124	1	20	273	31	3	61	1	23	196	99	29	73	0	5	14	122	87	0	97	17	35	0	5	49	136	94	10	0	18	274	18	32	7	8	300	47	30	46	31	155	542	96	228	0	42	9	30	66	122	0	0	16	22	39	0	25	98	0	0	730	0	0	69	0	0	1317	11	19	31	36	472	0	1	0	41	6	268	255	102	2	0	0	54	23	0	0	47	413	0	0	113	0	110	239	0	0	0	78	110	25	216	52	5
"220"	220	142	21	98	27	75	289	38	0	145	0	0	63	9	33	155	5	20	36	443	6	232	46	0	96	2	13	0	15	17	60	0	31	0	0	0	103	9	37	24	147	178	80	0	5	75	13	17	23	0	87	4	37	37	5229	52	0	25	0	294	0	82	40	0	0	0	0	144	0	41	16	35	0	57	0	355	0	23	0	20	29	0	12	0	674	0	0	34	65	0	956	26	7	45	24	521	19	15	37	4	0	286	329	118	21	45	48	22	29	33	16	0	375	113	8	95	18	106	194	0	24	18	44	85	8	198	9	1
"221"	221	184	16	0	57	100	134	28	0	140	0	5	0	15	0	127	0	0	0	464	13	216	0	0	89	33	0	252	0	1	60	0	0	0	0	23	49	16	25	20	0	192	72	0	0	0	0	10	0	0	66	0	0	54	266	42	0	0	0	224	0	45	52	29	154	401	115	174	10	0	10	34	45	0	8	369	21	0	0	0	21	0	5	0	772	0	15	71	64	0	2389	0	0	70	42	517	0	17	0	6	0	0	0	0	1	34	0	0	27	0	0	142	394	0	9	0	0	171	0	0	15	32	32	141	0	0	0	4
"222"	222	0	28	164	0	0	216	57	14	165	1	0	0	0	0	151	0	0	0	330	16	193	0	0	73	0	0	164	0	0	60	4	0	0	0	22	24	0	0	4	175	139	0	86	17	130	9	0	0	136	46	7	0	0	2082	50	46	19	9	316	26	55	39	0	153	620	120	163	1	22	0	18	0	105	0	277	0	0	13	0	16	0	0	74	0	7	0	44	0	11	10081	0	0	49	43	496	0	16	0	24	14	0	0	125	0	0	59	0	74	61	0	0	430	0	6	0	10	122	138	0	5	0	84	0	27	175	5	10
"223"	223	113	28	0	0	0	341	35	0	0	0	0	118	46	26	129	3	29	0	449	8	0	83	4	0	4	0	162	0	3	33	5	26	146	0	0	22	3	0	7	89	139	56	0	13	64	0	0	20	171	97	9	0	36	1015	79	0	0	17	296	0	119	55	0	0	473	146	173	0	29	0	26	0	0	0	355	24	31	0	16	45	0	6	119	764	7	20	84	200	0	4479	0	2	61	0	523	15	42	10	0	0	269	346	72	15	0	15	41	6	70	0	115	439	0	4	0	13	43	276	63	0	0	55	102	0	224	3	5
"224"	224	133	26	129	0	80	207	41	32	146	70	12	0	23	10	117	0	0	0	439	14	182	42	0	84	9	0	198	49	0	41	4	59	165	0	15	49	0	0	6	121	174	36	0	9	69	7	0	45	0	44	0	69	20	3448	43	27	19	0	313	0	0	67	39	150	450	104	191	0	28	0	16	0	112	17	360	11	36	8	30	10	18	0	0	812	31	0	0	48	35	9513	4	10	59	24	484	2	58	25	0	33	282	0	164	15	69	0	21	43	68	20	95	437	119	1	88	0	82	0	0	0	42	32	143	0	243	6	6
"225"	225	155	43	0	45	74	0	0	38	0	0	0	2	11	28	176	133	61	0	0	11	175	58	4	95	0	30	201	48	0	51	0	35	0	56	0	50	22	0	9	0	184	53	0	12	61	6	0	42	0	0	4	0	42	400	40	0	29	26	0	0	0	0	0	194	516	95	195	14	46	0	0	0	178	0	279	18	0	21	0	0	22	70	119	694	0	0	67	179	26	14365	24	23	40	65	502	7	0	23	34	16	0	0	158	0	0	35	22	8	32	25	76	323	115	63	0	0	85	151	4	26	6	0	116	13	269	4	6
"226"	226	162	38	0	27	84	160	29	51	140	2	0	0	27	67	119	1	9	26	388	9	172	0	0	73	60	13	247	67	4	40	0	28	0	0	4	0	0	0	25	110	165	45	59	0	48	9	22	17	126	67	5	23	43	496	43	0	0	11	338	0	68	44	0	163	578	133	140	0	35	23	15	0	153	0	323	13	24	10	33	0	0	0	125	0	0	0	92	141	7	901	10	0	19	47	460	7	0	15	4	21	244	323	131	1	126	0	49	0	113	17	0	355	0	8	106	14	94	193	0	0	14	78	82	12	300	3	0
"227"	227	159	32	0	29	74	177	28	26	155	16	0	0	23	18	136	1	22	36	376	18	179	0	4	146	7	0	201	0	0	63	7	33	0	113	15	66	4	0	9	135	105	70	0	10	44	8	0	0	176	86	0	44	0	465	12	0	18	15	302	23	56	49	25	0	527	0	122	2	31	0	35	0	172	0	361	0	24	44	19	0	0	0	139	981	35	0	23	136	7	5084	31	17	45	36	550	0	0	0	0	0	303	305	119	0	61	21	0	75	0	0	0	358	59	0	104	22	74	282	0	7	0	40	70	6	210	5	11
"228"	228	0	0	176	0	0	344	36	98	158	22	0	0	54	0	140	6	14	0	395	0	130	43	0	86	0	49	292	24	31	63	14	38	0	65	0	55	8	0	0	127	80	0	0	14	48	0	0	25	177	96	1	24	36	746	0	0	19	0	308	0	44	57	0	182	490	105	133	0	46	0	67	0	0	0	264	0	25	121	0	0	0	73	95	0	23	0	33	0	0	601	35	4	36	29	524	0	8	0	0	0	0	265	144	51	0	16	58	0	0	25	0	355	139	3	58	17	97	0	0	0	0	0	127	0	203	5	10
"229"	229	221	48	0	46	100	0	0	17	136	29	5	0	14	0	143	4	0	23	422	0	181	58	0	0	59	0	267	28	0	40	13	39	0	0	0	57	0	15	27	162	148	18	133	0	22	5	0	77	115	31	7	39	60	167	42	0	0	33	252	60	0	0	35	161	483	0	202	1	0	0	10	50	0	8	312	15	40	15	25	22	16	4	0	793	0	0	50	46	0	2452	0	0	75	88	490	13	0	0	0	0	263	286	173	1	20	19	0	13	99	7	61	366	118	42	88	11	0	362	1	2	0	0	123	34	0	0	2
